# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
6.8094e+00 4.0766e-05 4.9510e-07
6.8501e+00 4.1393e-05 5.1289e-07
6.8905e+00 4.8859e-05 5.4134e-07
6.9305e+00 5.4376e-05 5.4452e-07
6.9702e+00 5.7597e-05 5.6742e-07
7.0096e+00 5.2653e-05 5.5901e-07
7.0486e+00 5.4191e-05 5.7218e-07
7.0873e+00 5.9917e-05 6.0468e-07
7.1258e+00 6.0269e-05 6.3313e-07
7.1639e+00 5.1006e-05 5.8175e-07
7.2017e+00 4.3824e-05 5.8708e-07
7.2393e+00 4.2865e-05 5.7722e-07
7.2765e+00 4.0551e-05 5.9057e-07
7.3135e+00 3.5232e-05 5.7886e-07
7.3502e+00 3.2781e-05 5.9246e-07
7.3866e+00 3.0909e-05 5.8883e-07
7.4227e+00 2.8682e-05 5.7915e-07
7.4586e+00 3.2890e-05 6.0066e-07
7.4942e+00 3.5403e-05 6.1167e-07
7.5295e+00 4.1428e-05 6.2447e-07
7.5646e+00 4.5439e-05 6.4714e-07
7.5995e+00 4.6271e-05 6.5228e-07
7.6341e+00 4.1883e-05 6.2657e-07
7.6684e+00 3.1645e-05 6.2336e-07
7.7026e+00 2.5489e-05 6.3207e-07
7.7364e+00 2.6894e-05 6.6558e-07
7.7701e+00 3.4541e-05 7.0066e-07
7.8035e+00 4.2500e-05 6.7856e-07
7.8368e+00 4.0997e-05 6.5721e-07
7.8697e+00 4.1553e-05 6.7604e-07
7.9025e+00 4.1804e-05 6.8538e-07
7.9351e+00 4.4436e-05 6.9321e-07
7.9676e+00 4.7689e-05 7.4528e-07
7.9997e+00 4.9117e-05 7.2746e-07
8.0317e+00 4.9397e-05 7.4200e-07
8.0635e+00 5.1961e-05 7.7214e-07
8.0951e+00 5.9890e-05 8.0107e-07
8.1265e+00 6.8394e-05 8.2815e-07
8.1578e+00 6.9867e-05 8.1789e-07
8.1889e+00 6.9028e-05 8.5254e-07
8.2198e+00 7.6216e-05 8.9604e-07
8.2506e+00 8.4398e-05 9.1362e-07
8.2812e+00 9.0375e-05 8.8805e-07
8.3116e+00 9.5700e-05 9.5753e-07
8.3420e+00 9.7597e-05 9.6592e-07
8.3722e+00 9.6739e-05 9.7899e-07
8.4021e+00 1.0665e-04 1.0068e-06
8.4320e+00 1.1368e-04 1.0823e-06
8.4618e+00 1.2290e-04 1.0216e-06
8.4913e+00 1.2154e-04 1.0293e-06
8.5208e+00 1.2593e-04 1.0505e-06
8.5502e+00 1.3445e-04 1.0694e-06
8.5794e+00 1.4159e-04 1.1091e-06
8.6085e+00 1.4216e-04 1.1103e-06
8.6374e+00 1.4202e-04 1.1405e-06
8.6662e+00 1.5363e-04 1.1683e-06
8.6949e+00 1.6422e-04 1.2325e-06
8.7234e+00 1.6957e-04 1.2384e-06
8.7519e+00 1.5959e-04 1.2496e-06
8.7801e+00 1.5597e-04 1.2063e-06
8.8083e+00 1.6127e-04 1.2621e-06
8.8363e+00 1.7336e-04 1.2757e-06
8.8642e+00 1.8166e-04 1.3348e-06
8.8920e+00 1.7284e-04 1.2937e-06
8.9197e+00 1.6028e-04 1.3534e-06
8.9473e+00 1.5404e-04 1.3446e-06
8.9747e+00 1.5480e-04 1.3775e-06
9.0019e+00 1.6433e-04 1.3410e-06
9.0291e+00 1.5982e-04 1.3430e-06
9.0561e+00 1.6201e-04 1.4418e-06
9.0831e+00 1.5581e-04 1.4588e-06
9.1099e+00 1.5348e-04 1.3136e-06
9.1366e+00 1.6134e-04 1.3909e-06
9.1632e+00 1.4669e-04 1.3936e-06
9.1897e+00 1.5585e-04 1.4150e-06
9.2160e+00 1.6929e-04 1.4277e-06
9.2423e+00 1.8799e-04 1.4803e-06
9.2684e+00 1.8337e-04 1.4752e-06
9.2944e+00 1.6330e-04 1.4576e-06
9.3204e+00 1.5185e-04 1.4039e-06
9.3462e+00 1.5449e-04 1.4911e-06
9.3718e+00 1.6025e-04 1.4903e-06
9.3974e+00 1.7619e-04 1.5580e-06
9.4229e+00 1.8161e-04 1.5533e-06
9.4483e+00 1.8112e-04 1.5620e-06
9.4735e+00 1.6772e-04 1.5615e-06
9.4987e+00 1.6708e-04 1.5604e-06
9.5238e+00 1.6253e-04 1.5676e-06
9.5488e+00 1.7587e-04 1.6040e-06
9.5736e+00 1.8530e-04 1.6461e-06
9.5984e+00 1.8973e-04 1.6656e-06
9.6230e+00 1.9959e-04 1.6706e-06
9.6475e+00 1.8304e-04 1.6762e-06
9.6720e+00 1.5872e-04 1.6309e-06
9.6963e+00 1.6218e-04 1.6636e-06
9.7207e+00 1.6883e-04 1.6880e-06
9.7448e+00 1.9171e-04 1.7368e-06
9.7689e+00 2.1168e-04 1.7566e-06
9.7928e+00 2.2129e-04 1.8540e-06
9.8167e+00 2.2770e-04 1.8566e-06
9.8405e+00 2.1100e-04 1.8340e-06
9.8642e+00 1.8711e-04 1.7727e-06
9.8878e+00 1.7493e-04 1.8879e-06
9.9113e+00 1.8878e-04 1.8517e-06
9.9347e+00 2.0558e-04 1.8977e-06
9.9580e+00 2.3538e-04 1.9762e-06
9.9814e+00 2.5337e-04 2.0169e-06
1.0005e+01 2.5369e-04 2.0222e-06
1.0028e+01 2.3470e-04 2.0246e-06
1.0051e+01 2.1351e-04 2.0578e-06
1.0073e+01 1.9521e-04 1.9792e-06
1.0096e+01 2.0225e-04 2.1169e-06
1.0119e+01 2.2753e-04 2.1273e-06
1.0142e+01 2.4843e-04 2.1851e-06
1.0165e+01 2.6007e-04 2.2447e-06
1.0186e+01 2.6412e-04 2.2790e-06
1.0209e+01 2.6692e-04 2.3081e-06
1.0231e+01 2.5508e-04 2.3163e-06
1.0254e+01 2.3466e-04 2.2841e-06
1.0276e+01 2.0516e-04 2.1987e-06
1.0298e+01 1.7003e-04 2.1948e-06
1.0320e+01 1.2700e-04 2.0861e-06
1.0342e+01 8.5419e-05 2.0542e-06
1.0364e+01 6.2170e-05 2.0307e-06
1.0386e+01 6.7156e-05 2.1064e-06
1.0408e+01 7.7724e-05 2.1723e-06
1.0430e+01 9.4088e-05 2.2611e-06
1.0450e+01 1.0141e-04 2.3152e-06
1.0472e+01 1.0730e-04 2.3476e-06
1.0494e+01 1.1649e-04 2.3850e-06
1.0515e+01 1.2500e-04 2.4436e-06
1.0537e+01 1.3191e-04 2.5120e-06
1.0558e+01 1.4051e-04 2.5668e-06
1.0579e+01 1.4798e-04 2.5776e-06
1.0600e+01 1.5219e-04 2.5950e-06
1.0621e+01 1.5499e-04 2.6955e-06
1.0642e+01 1.4693e-04 2.7686e-06
1.0664e+01 1.2001e-04 2.5843e-06
