# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.1535e+01 8.8199e-04 1.6166e-05
1.1552e+01 1.0065e-03 1.7381e-05
1.1571e+01 1.1425e-03 1.7735e-05
1.1590e+01 1.0939e-03 1.8498e-05
1.1608e+01 9.9533e-04 1.8038e-05
1.1627e+01 1.0371e-03 1.9389e-05
1.1646e+01 9.7013e-04 1.8864e-05
1.1664e+01 9.8923e-04 1.8508e-05
1.1683e+01 9.5013e-04 1.8746e-05
1.1700e+01 7.7656e-04 1.9198e-05
1.1718e+01 7.2539e-04 1.8474e-05
1.1737e+01 6.8565e-04 1.9810e-05
1.1755e+01 7.5320e-04 1.9689e-05
1.1773e+01 7.4116e-04 2.1420e-05
1.1791e+01 7.8405e-04 2.2244e-05
1.1809e+01 8.3047e-04 2.2792e-05
1.1827e+01 8.3557e-04 2.2411e-05
1.1845e+01 9.9602e-04 2.3346e-05
