# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
9.8638e+00 3.8371e-04 2.7991e-06
9.8874e+00 3.8391e-04 2.9595e-06
9.9109e+00 3.9437e-04 2.8814e-06
9.9344e+00 4.1408e-04 2.9687e-06
9.9577e+00 4.5686e-04 3.0216e-06
9.9810e+00 4.6838e-04 3.1387e-06
1.0004e+01 4.5802e-04 3.1261e-06
1.0027e+01 4.3562e-04 3.1432e-06
1.0051e+01 4.1482e-04 3.1018e-06
1.0073e+01 4.0969e-04 2.9666e-06
1.0096e+01 4.0785e-04 3.3499e-06
1.0119e+01 4.4195e-04 3.3448e-06
1.0141e+01 4.6255e-04 3.3743e-06
1.0164e+01 4.7656e-04 3.4001e-06
1.0187e+01 4.8975e-04 3.4529e-06
1.0208e+01 4.7683e-04 3.4825e-06
1.0231e+01 4.6490e-04 3.4844e-06
1.0253e+01 4.3617e-04 3.4854e-06
1.0276e+01 4.0237e-04 3.4456e-06
1.0298e+01 3.5230e-04 3.3868e-06
1.0319e+01 2.8473e-04 3.2348e-06
1.0341e+01 2.2605e-04 3.2135e-06
1.0363e+01 1.9361e-04 3.1503e-06
1.0385e+01 1.7777e-04 3.2672e-06
1.0407e+01 2.0186e-04 3.3094e-06
1.0429e+01 2.2715e-04 3.4837e-06
1.0450e+01 2.3187e-04 3.5325e-06
1.0472e+01 2.5979e-04 3.8663e-06
1.0493e+01 2.6632e-04 3.7599e-06
1.0515e+01 2.7566e-04 3.7928e-06
1.0536e+01 2.8498e-04 3.8454e-06
1.0558e+01 2.9381e-04 3.8952e-06
1.0578e+01 2.9494e-04 3.9423e-06
1.0600e+01 3.0960e-04 4.0404e-06
1.0621e+01 3.0269e-04 4.0470e-06
1.0642e+01 2.9661e-04 4.2793e-06
1.0663e+01 2.7693e-04 4.0641e-06
1.0684e+01 2.5420e-04 4.3089e-06
1.0705e+01 2.2134e-04 4.2387e-06
1.0725e+01 1.9460e-04 4.2949e-06
1.0746e+01 1.9377e-04 4.3207e-06
1.0767e+01 2.0872e-04 4.8790e-06
1.0788e+01 2.3416e-04 4.6277e-06
1.0808e+01 2.4748e-04 4.7097e-06
1.0829e+01 2.8285e-04 4.8088e-06
1.0849e+01 2.9927e-04 4.8993e-06
1.0869e+01 3.0475e-04 4.9335e-06
1.0890e+01 2.8800e-04 5.0839e-06
1.0910e+01 3.0114e-04 4.9063e-06
1.0931e+01 2.9932e-04 5.0418e-06
1.0951e+01 2.8990e-04 5.2814e-06
1.0970e+01 2.7560e-04 5.4359e-06
1.0990e+01 2.7158e-04 5.4901e-06
