# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.0833e+01 4.7555e-04 5.2914e-06
1.0854e+01 5.1794e-04 5.4823e-06
1.0874e+01 5.8827e-04 5.5746e-06
1.0895e+01 6.2153e-04 5.8248e-06
1.0915e+01 6.5963e-04 5.8062e-06
1.0936e+01 7.0598e-04 5.8628e-06
1.0956e+01 6.9998e-04 6.3830e-06
1.0976e+01 6.4803e-04 6.4525e-06
1.0997e+01 6.1406e-04 6.4062e-06
1.1017e+01 6.5064e-04 6.6362e-06
1.1037e+01 7.4921e-04 6.5311e-06
1.1056e+01 8.3017e-04 7.1254e-06
1.1076e+01 8.8312e-04 7.3335e-06
1.1096e+01 9.5719e-04 7.5195e-06
1.1116e+01 9.4037e-04 7.6107e-06
1.1136e+01 9.6074e-04 7.7323e-06
1.1156e+01 9.1453e-04 7.6285e-06
1.1175e+01 8.6736e-04 7.8308e-06
1.1195e+01 8.0794e-04 7.7528e-06
1.1215e+01 7.3121e-04 7.9068e-06
1.1234e+01 6.9052e-04 7.9031e-06
1.1254e+01 6.9260e-04 8.1924e-06
1.1273e+01 7.5655e-04 8.2187e-06
1.1293e+01 8.4707e-04 8.5951e-06
1.1312e+01 9.4670e-04 8.8275e-06
1.1332e+01 9.6385e-04 9.0801e-06
1.1350e+01 9.4978e-04 8.9956e-06
1.1369e+01 9.5945e-04 9.2987e-06
1.1388e+01 9.4370e-04 9.1974e-06
1.1407e+01 9.4888e-04 9.3997e-06
1.1427e+01 8.8526e-04 8.9287e-06
1.1446e+01 8.1456e-04 9.3999e-06
1.1465e+01 7.1154e-04 8.9286e-06
1.1484e+01 6.8803e-04 9.4864e-06
1.1503e+01 6.6533e-04 9.1710e-06
1.1521e+01 6.6647e-04 9.4651e-06
1.1540e+01 7.3501e-04 9.2797e-06
1.1559e+01 8.3456e-04 1.0185e-05
1.1578e+01 9.4272e-04 1.0244e-05
1.1596e+01 9.4447e-04 1.0554e-05
1.1615e+01 9.6013e-04 1.0762e-05
1.1633e+01 9.4883e-04 1.1050e-05
1.1651e+01 8.7724e-04 1.0695e-05
1.1670e+01 8.8005e-04 1.0767e-05
1.1688e+01 7.4699e-04 1.0875e-05
1.1706e+01 6.1864e-04 1.0967e-05
1.1725e+01 5.8640e-04 1.0984e-05
1.1743e+01 5.8501e-04 1.1467e-05
