# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
7.8265e+00 1.2662e-05 3.3659e-07
7.8596e+00 1.2857e-05 3.4274e-07
7.8926e+00 1.0278e-05 3.6247e-07
7.9252e+00 1.2686e-05 3.5465e-07
7.9577e+00 1.4895e-05 3.5084e-07
7.9901e+00 1.7657e-05 3.5389e-07
8.0222e+00 1.9220e-05 3.6652e-07
8.0542e+00 2.3022e-05 3.7354e-07
8.0858e+00 2.9839e-05 3.9105e-07
8.1174e+00 3.5556e-05 4.0692e-07
8.1488e+00 3.6768e-05 4.0426e-07
8.1801e+00 3.9656e-05 4.0599e-07
8.2111e+00 4.5241e-05 4.2336e-07
8.2420e+00 5.7119e-05 4.3472e-07
8.2728e+00 6.6920e-05 4.1624e-07
8.3034e+00 7.1714e-05 4.2692e-07
8.3337e+00 7.0735e-05 4.5246e-07
8.3640e+00 7.0771e-05 4.8569e-07
8.3942e+00 7.5976e-05 4.8803e-07
8.4242e+00 9.3843e-05 5.0774e-07
8.4540e+00 9.7808e-05 5.1272e-07
8.4838e+00 9.6971e-05 5.0086e-07
8.5134e+00 9.7739e-05 5.2223e-07
8.5428e+00 1.1038e-04 5.3266e-07
8.5722e+00 1.2012e-04 5.3541e-07
8.6014e+00 1.1752e-04 5.7020e-07
8.6304e+00 1.1434e-04 5.6633e-07
8.6594e+00 1.2097e-04 5.7375e-07
8.6882e+00 1.3293e-04 5.9715e-07
8.7168e+00 1.3712e-04 6.0037e-07
8.7453e+00 1.2908e-04 6.0248e-07
8.7737e+00 1.2055e-04 5.4587e-07
8.8020e+00 1.1961e-04 5.9089e-07
8.8301e+00 1.3854e-04 5.6465e-07
8.8581e+00 1.4367e-04 5.7662e-07
8.8860e+00 1.3702e-04 5.9955e-07
8.9138e+00 1.2365e-04 6.0273e-07
8.9415e+00 1.1279e-04 6.1680e-07
8.9690e+00 1.1452e-04 6.3119e-07
8.9964e+00 1.2135e-04 6.3661e-07
9.0237e+00 1.2429e-04 6.5037e-07
9.0509e+00 1.2268e-04 6.5608e-07
9.0779e+00 1.2197e-04 6.6736e-07
9.1049e+00 1.2127e-04 6.1127e-07
9.1317e+00 1.1506e-04 6.8310e-07
9.1584e+00 1.1140e-04 6.5181e-07
9.1849e+00 1.1333e-04 6.6394e-07
9.2115e+00 1.2645e-04 6.9220e-07
9.2379e+00 1.3200e-04 6.7968e-07
9.2641e+00 1.2669e-04 6.9250e-07
9.2902e+00 1.1353e-04 6.9630e-07
9.3162e+00 1.0102e-04 6.8197e-07
9.3421e+00 9.9615e-05 6.6538e-07
9.3679e+00 1.1024e-04 6.9420e-07
9.3936e+00 1.2436e-04 6.8731e-07
9.4192e+00 1.4375e-04 7.4425e-07
9.4447e+00 1.3761e-04 7.3132e-07
9.4700e+00 1.1753e-04 7.1183e-07
9.4953e+00 1.0092e-04 7.2050e-07
9.5204e+00 9.7437e-05 7.1864e-07
9.5455e+00 1.0718e-04 7.7718e-07
9.5704e+00 1.3359e-04 8.1343e-07
9.5954e+00 1.5242e-04 8.1578e-07
9.6201e+00 1.5478e-04 8.1061e-07
9.6448e+00 1.2344e-04 7.9962e-07
9.6693e+00 1.1370e-04 7.8370e-07
9.6938e+00 9.8235e-05 8.0742e-07
9.7181e+00 1.1318e-04 8.1786e-07
9.7424e+00 1.4050e-04 8.2602e-07
9.7665e+00 1.6885e-04 8.4848e-07
9.7906e+00 1.9357e-04 8.9732e-07
9.8146e+00 1.9801e-04 9.0173e-07
9.8385e+00 1.7608e-04 8.8863e-07
9.8623e+00 1.3541e-04 8.7254e-07
9.8860e+00 1.1018e-04 8.8927e-07
9.9096e+00 1.2889e-04 8.9091e-07
9.9331e+00 1.6388e-04 9.4102e-07
9.9565e+00 2.0507e-04 9.7252e-07
9.9799e+00 2.3170e-04 1.0009e-06
1.0003e+01 2.3138e-04 9.5067e-07
1.0026e+01 2.0786e-04 9.1636e-07
1.0050e+01 1.7842e-04 8.9970e-07
1.0073e+01 1.5975e-04 8.9697e-07
1.0096e+01 1.6547e-04 9.9236e-07
1.0119e+01 2.0003e-04 1.0526e-06
1.0141e+01 2.4261e-04 1.0943e-06
1.0163e+01 2.6919e-04 1.0668e-06
1.0186e+01 2.7885e-04 1.0307e-06
1.0208e+01 2.7108e-04 1.0436e-06
1.0231e+01 2.4657e-04 1.0076e-06
1.0253e+01 2.1074e-04 1.0425e-06
1.0276e+01 1.6428e-04 1.0811e-06
1.0298e+01 1.1852e-04 1.0580e-06
1.0320e+01 8.0025e-05 9.9051e-07
1.0342e+01 4.9486e-05 9.6290e-07
1.0364e+01 3.6773e-05 9.6452e-07
1.0386e+01 4.2625e-05 1.0280e-06
1.0408e+01 5.7180e-05 1.0804e-06
1.0430e+01 7.7612e-05 1.0763e-06
1.0451e+01 9.0885e-05 1.1032e-06
1.0473e+01 8.2352e-05 1.1460e-06
1.0494e+01 9.3960e-05 1.0670e-06
1.0516e+01 8.8848e-05 1.1169e-06
1.0537e+01 9.9961e-05 1.1197e-06
1.0559e+01 1.0950e-04 1.1994e-06
1.0580e+01 1.2885e-04 1.2970e-06
1.0602e+01 1.3732e-04 1.3779e-06
1.0623e+01 1.2773e-04 1.3580e-06
1.0644e+01 1.1119e-04 1.3661e-06
1.0665e+01 8.4338e-05 1.3144e-06
1.0686e+01 5.9125e-05 1.3402e-06
1.0707e+01 3.9701e-05 1.3472e-06
1.0727e+01 2.4101e-05 1.3972e-06
1.0748e+01 2.7770e-05 1.3784e-06
1.0769e+01 3.3635e-05 1.4602e-06
1.0790e+01 5.0023e-05 1.5211e-06
1.0810e+01 6.7437e-05 1.5491e-06
1.0831e+01 8.4825e-05 1.4798e-06
1.0852e+01 1.0036e-04 1.5932e-06
1.0872e+01 1.2072e-04 1.5781e-06
1.0893e+01 1.3189e-04 1.6568e-06
1.0913e+01 1.4542e-04 1.6647e-06
