# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
6.2922e+00 3.0158e-04 1.4546e-06
6.3380e+00 2.8035e-04 1.4157e-06
6.3831e+00 2.3469e-04 1.3439e-06
6.4278e+00 1.9452e-04 1.2522e-06
6.5590e+00 1.5953e-04 1.2459e-06
6.6018e+00 1.5740e-04 1.2408e-06
6.6442e+00 1.6651e-04 1.2711e-06
6.6862e+00 1.8306e-04 1.3214e-06
6.7280e+00 1.9864e-04 1.3701e-06
6.7692e+00 1.9209e-04 1.3859e-06
6.8103e+00 1.9319e-04 1.3589e-06
6.8510e+00 1.9778e-04 1.3429e-06
6.8913e+00 2.1551e-04 1.4737e-06
6.9313e+00 2.2711e-04 1.4981e-06
6.9710e+00 2.2349e-04 1.4948e-06
7.0103e+00 2.1145e-04 1.4483e-06
7.0494e+00 1.9899e-04 1.4675e-06
7.0881e+00 1.8753e-04 1.4587e-06
7.1265e+00 1.8190e-04 1.4611e-06
7.1646e+00 1.7461e-04 1.4372e-06
7.2024e+00 1.6552e-04 1.4355e-06
7.2400e+00 1.5407e-04 1.4233e-06
7.2772e+00 1.4846e-04 1.4192e-06
7.3142e+00 1.4178e-04 1.4219e-06
7.3508e+00 1.3548e-04 1.4223e-06
7.3872e+00 1.3336e-04 1.4089e-06
7.4234e+00 1.3673e-04 1.4470e-06
7.4592e+00 1.3629e-04 1.4368e-06
7.4948e+00 1.4275e-04 1.5017e-06
7.5302e+00 1.5446e-04 1.5113e-06
7.5653e+00 1.5476e-04 1.5464e-06
7.6001e+00 1.6712e-04 1.5410e-06
7.6347e+00 1.5737e-04 1.4746e-06
7.6690e+00 1.3086e-04 1.4471e-06
7.7031e+00 1.1491e-04 1.4444e-06
7.7370e+00 1.1534e-04 1.4557e-06
7.7706e+00 1.3208e-04 1.5018e-06
7.8040e+00 1.3644e-04 1.5699e-06
7.8372e+00 1.4608e-04 1.5831e-06
7.8703e+00 1.5100e-04 1.5871e-06
7.9030e+00 1.4690e-04 1.6109e-06
7.9355e+00 1.5764e-04 1.6221e-06
7.9680e+00 1.6335e-04 1.6913e-06
8.0001e+00 1.6283e-04 1.6930e-06
8.0321e+00 1.6405e-04 1.7230e-06
8.0639e+00 1.6701e-04 1.7048e-06
8.0955e+00 1.7270e-04 1.7948e-06
8.1269e+00 1.8690e-04 1.8116e-06
8.1582e+00 1.8242e-04 1.8373e-06
8.1893e+00 1.7763e-04 1.8159e-06
